,
0,26.577
1,1719.924
2,4320.043
4,55274.31
6,21451.375
7,13501.912
8,24687.807
9,24.445
10,27.893
11,27.101
12,24.866
13,21.773
15,28275.631
21,7605.961
22,16685.905
23,16766.187
24,8477.759
25,34737.32
26,26374.993
27,244219.856
29,197.979
30,814.154
31,16000.287
32,33900.855
34,97098.561
35,25.785
36,99.217
38,65854.893
39,37.856
40,30.286
42,30.18
43,29.355
46,15368.38
47,30.408
48,26.835
49,24.553
50,3613.376
51,4672.172
52,135.9
53,25.116
55,2417.809
57,962.728
58,53.598
59,22.705
60,26.944
61,206.132
63,27.666
65,33.593
66,4773.145
67,9053.488
68,31233.717
70,27.321
71,9467.549
72,5591.591
73,3265.531
74,17388.681
75,12744.034
78,52749.734
79,23.25
80,54675.59
81,8178.311
82,85310.285
83,2462.875
84,16548.575
85,32919.565
86,43844.118
87,21.782
88,35884.779
89,24.564
90,24.59
93,9633.103
94,16249.939
95,24.675
96,64597.71
97,7475.459
98,66837.295
99,31504.149
101,8875.169
102,67075.759
103,65083.961
104,9106.996
105,12280.272
106,64001.289
107,260637.643
108,40726.957
109,51727.565
112,3892.772
113,25.774
115,103.152
116,13722.997
117,24.53
119,24.208
120,24.313
121,108652.983
122,33.184
123,27.421
125,25.967
126,7817.425
127,2051.375
129,95372.207
131,22.61
132,249.958
133,318.569
136,10886.222
140,26.535
144,3342.007
148,1945.279
149,88.439
150,82.247
151,2105.46
152,71.439
153,3818.8
155,21996.962
156,3647.43
157,2278.641
158,2403.431
160,158.378
161,33948.11
163,84.34
164,2683.379
165,79.847
166,2705.112
167,744.318
168,145.665
169,6311.149
170,71606.481
171,939.214
,2352558.307
