,
0,9.233
100,2043.836
101,3067.714
102,1595.804
103,1814.836
104,1588.938
105,2221.041
106,1798.742
107,2421.51
108,1415.886
109,1884.458
10,9.321
112,1815.164
113,8.638
115,36.198
116,4151.485
117,8.645
119,8.523
11,9.509
120,8.447
121,3267.662
122,9.329
123,8.721
125,8.996
126,2285.484
127,55.846
129,4172.998
12,8.728
131,8.141
132,105.658
133,133.949
136,3619.997
13,7.94
140,9.21
144,9100.783
146,42241.483
147,84997.95
148,33.178
149,24.255
150,39.403
151,38.242
152,1621.749
153,161.935
155,2335.814
156,548.463
157,139.508
158,30.984
159,23.469
15,645.305
160,41.223
161,2554.792
162,45.218
163,30.549
164,76.477
165,28.608
166,59.514
167,27.359
168,55.82
169,2892.428
170,1820.335
171,44.108
1,39.554
21,2278.999
22,2751.286
23,2702.745
24,2229.415
25,6028.864
26,6071.264
27,2031.849
29,80.994
2,456.112
30,35.594
31,21805.301
32,3418.449
34,2486.213
35,8.944
36,36.873
38,1496.134
39,12.728
40,10.288
42,10.19
43,9.937
46,3840.348
47,10.388
48,9.654
49,8.867
4,3405.099
50,841.678
51,1814.334
52,55.173
53,9.232
55,55.63
57,90.671
58,17.277
59,8.187
60,9.261
61,92.318
62,1813.221
63,9.334
65,11.116
66,2064.85
67,4095.401
68,3952.719
6,4094.018
70,9.406
71,1653.115
72,452.368
73,633.322
74,3142.004
75,1738.1
78,1998.527
79,8.314
7,4328.084
80,2145.352
81,2634.703
82,3640.87
83,85.993
84,1693.247
85,3967.732
86,2173.886
87,7.953
88,2334.042
89,9.087
8,9807.989
90,8.715
93,1763.333
94,1736.3
95,8.866
96,2001.331
97,2209.365
98,1908.327
99,4106.126
9,8.718
,325805.223
