0,701
100,7220
101,4332
102,4275
103,4063
104,4295
105,3512
106,3989
107,7758
108,4786
109,3557
10,706
112,2214
113,699
115,749
116,6021
117,704
119,707
11,708
120,706
121,6862
122,713
123,706
125,714
126,3504
127,1577
129,6389
12,702
131,704
132,821
133,864
136,5005
13,702
140,712
144,2203
146,300008
147,300008
148,1611
149,735
150,733
151,1684
152,794
153,2574
154,5365
155,4763
156,2331
157,1812
158,1855
159,4641
15,2681
160,773
161,6920
162,4666
163,755
164,1987
165,730
166,2005
167,1066
168,771
169,3152
170,3970
171,1149
1,1499
21,3549
22,2921
23,2934
24,3743
25,6184
26,6546
27,7982
29,792
2,2559
30,1084
31,6845
32,4068
34,5739
35,718
36,740
38,4055
39,714
40,710
42,708
43,709
46,2630
47,709
48,744
49,709
4,6352
50,1819
51,2609
52,760
53,708
55,1890
57,1177
58,719
59,700
60,709
61,801
62,1541
63,704
65,712
66,2663
67,4336
68,5510
6,6450
70,710
71,4297
72,3021
73,2000
74,3824
75,2656
78,3997
79,698
7,2612
80,3568
81,3364
82,5144
83,1662
84,2490
85,6090
86,4410
87,705
88,4063
89,739
8,4344
90,704
93,3580
94,3275
95,705
96,4025
97,3687
98,5329
99,5685
9,703
,951257
