
0, 14.537000 
100, 6521.203000 
101, 3635.581000 
102, 3577.836000 
103, 3371.855000 
104, 3592.776000 
105, 2817.219000 
106, 3288.203000 
107, 7060.838000 
108, 4028.609000 
109, 2828.385000 
10, 14.449000 
112, 1523.448000 
113, 13.207000 
115, 51.240000 
116, 5327.068000 
117, 13.398000 
119, 12.693000 
11, 14.115000 
120, 12.696000 
121, 6165.403000 
122, 14.633000 
123, 13.538000 
125, 14.014000 
126, 2806.391000 
127, 884.477000 
129, 5689.796000 
12, 13.441000 
131, 12.344000 
132, 125.891000 
133, 160.091000 
136, 4310.591000 
13, 11.957000 
140, 14.307000 
144, 1506.719000 
148, 921.689000 
149, 43.849000 
150, 41.210000 
151, 988.460000 
152, 35.158000 
153, 1880.439000 
155, 4069.235000 
156, 1631.652000 
157, 1118.352000 
158, 1152.426000 
15, 1993.006000 
160, 75.664000 
161, 6231.250000 
163, 42.961000 
164, 1298.569000 
165, 39.552000 
166, 1313.152000 
167, 367.685000 
168, 74.055000 
169, 2459.811000 
170, 3281.778000 
171, 449.187000 
1, 801.350000 
21, 2857.967000 
22, 2228.922000 
23, 2224.832000 
24, 3049.799000 
25, 5496.124000 
26, 5846.170000 
27, 7287.883000 
29, 100.093000 
2, 1870.675000 
30, 392.883000 
31, 6151.695000 
32, 3364.035000 
34, 5015.818000 
35, 13.903000 
36, 51.379000 
38, 3364.504000 
39, 20.250000 
40, 16.186000 
42, 16.182000 
43, 15.832000 
46, 1936.426000 
47, 16.108000 
48, 14.629000 
49, 13.821000 
4, 5634.012000 
50, 1123.345000 
51, 1919.221000 
52, 68.654000 
53, 13.710000 
55, 1176.018000 
57, 469.347000 
58, 27.620000 
59, 12.346000 
60, 14.392000 
61, 104.294000 
63, 14.806000 
65, 17.517000 
66, 1968.876000 
67, 3646.752000 
68, 4820.403000 
6, 5760.291000 
70, 14.621000 
71, 3602.255000 
72, 2324.873000 
73, 1311.058000 
74, 3132.870000 
75, 1964.622000 
78, 3309.062000 
79, 12.667000 
7, 1925.610000 
80, 2881.197000 
81, 2671.174000 
82, 4453.590000 
83, 968.726000 
84, 1797.685000 
85, 5402.732000 
86, 3720.348000 
87, 12.024000 
88, 3366.391000 
89, 13.278000 
8, 3652.336000 
90, 13.416000 
93, 2889.223000 
94, 2584.076000 
95, 13.483000 
96, 3329.833000 
97, 2995.662000 
98, 4636.053000 
99, 4993.608000 
9, 13.346000 
